customer_id,name,city,state,signup_date,created_at,updated_at
67,Customer_67,Delhi,KA,2023-09-16,2023-07-01 22:36:18,2023-07-01 22:36:18
68,Customer_68,Pune,MH,2023-07-29,2023-11-27 00:14:26,2023-11-27 00:14:26
69,Customer_69,Pune,MH,2023-02-06,2023-12-07 07:47:54,2023-12-07 07:47:54
70,Customer_70,Kolkata,TN,2023-01-22,2023-07-26 00:20:51,2023-07-26 00:20:51
71,Customer_71,Pune,DL,2023-06-10,2023-07-07 15:23:42,2023-07-07 15:23:42
72,Customer_72,Kolkata,WB,2023-08-18,2023-11-01 18:25:41,2023-11-01 18:25:41
73,Customer_73,Pune,TS,2023-12-25,2023-12-13 22:03:53,2023-12-13 22:03:53
74,Customer_74,Hyderabad,TS,2023-12-20,2023-04-18 00:15:50,2023-04-18 00:15:50
75,Customer_75,Kolkata,MH,2023-12-09,2023-12-12 07:18:09,2023-12-12 07:18:09
76,Customer_76,Bangalore,TN,2023-11-14,2023-02-22 10:42:56,2023-02-22 10:42:56
77,Customer_77,Chennai,KA,2023-02-04,2023-07-11 03:28:41,2023-07-11 03:28:41
78,Customer_78,Mumbai,WB,2023-10-12,2023-08-02 17:51:31,2023-08-02 17:51:31
79,Customer_79,Pune,WB,2023-11-18,2023-10-21 17:50:06,2023-10-21 17:50:06
80,Customer_80,Delhi,TS,2023-11-02,2023-11-23 06:56:15,2023-11-23 06:56:15
81,Customer_81,Pune,DL,2023-01-14,2023-01-04 05:04:14,2023-01-04 05:04:14
82,Customer_82,Delhi,TN,2023-02-17,2023-11-01 12:08:37,2023-11-01 12:08:37
83,Customer_83,Chennai,MH,2023-10-27,2023-06-02 07:22:46,2023-06-02 07:22:46
84,Customer_84,Chennai,WB,2023-08-30,2023-03-26 16:51:35,2023-03-26 16:51:35
85,Customer_85,Chennai,KA,2023-03-13,2023-03-05 08:30:58,2023-03-05 08:30:58
86,Customer_86,Delhi,TN,2023-09-16,2023-04-25 02:55:48,2023-04-25 02:55:48
87,Customer_87,Pune,WB,2023-07-18,2023-01-24 02:23:43,2023-01-24 02:23:43
88,Customer_88,Chennai,MH,2023-04-08,2023-03-06 06:04:46,2023-03-06 06:04:46
89,Customer_89,Hyderabad,TN,2023-10-31,2023-02-21 12:30:05,2023-02-21 12:30:05
90,Customer_90,Kolkata,TN,2023-05-06,2023-06-28 05:28:52,2023-06-28 05:28:52
91,Customer_91,Delhi,KA,2023-06-09,2023-08-30 06:16:23,2023-08-30 06:16:23
92,Customer_92,Delhi,DL,2023-09-22,2023-09-02 08:14:39,2023-09-02 08:14:39
93,Customer_93,Pune,MH,2023-09-04,2023-11-23 06:46:02,2023-11-23 06:46:02
94,Customer_94,Delhi,DL,2023-07-04,2023-01-25 15:00:59,2023-01-25 15:00:59
95,Customer_95,Delhi,MH,2023-10-29,2023-07-16 07:05:06,2023-07-16 07:05:06
96,Customer_96,Chennai,WB,2023-02-27,2023-11-02 23:39:14,2023-11-02 23:39:14
97,Customer_97,Pune,WB,2023-07-03,2023-05-20 03:00:43,2023-05-20 03:00:43
98,Customer_98,Chennai,KA,2023-09-28,2023-08-16 12:44:32,2023-08-16 12:44:32
99,Customer_99,Kolkata,DL,2023-04-29,2023-01-20 09:08:20,2023-01-20 09:08:20
100,Customer_100,Kolkata,WB,2023-08-11,2023-07-01 13:22:55,2023-07-01 13:22:55
101,Customer_101,Chennai,KA,2023-05-24,2023-06-27 10:47:10,2023-06-27 10:47:10
102,Customer_102,Kolkata,TN,2023-08-27,2023-10-02 13:53:21,2023-10-02 13:53:21
103,Customer_103,Pune,TN,2023-02-15,2023-08-27 22:44:06,2023-08-27 22:44:06
104,Customer_104,Mumbai,KA,2023-08-17,2023-12-24 07:10:00,2023-12-24 07:10:00
105,Customer_105,Chennai,MH,2023-11-23,2023-03-03 13:06:13,2023-03-03 13:06:13
106,Customer_106,Hyderabad,WB,2023-10-18,2023-09-20 06:42:14,2023-09-20 06:42:14
107,Customer_107,Hyderabad,TN,2023-03-07,2023-09-12 00:57:18,2023-09-12 00:57:18
108,Customer_108,Delhi,MH,2023-11-09,2023-11-20 16:00:00,2023-11-20 16:00:00
109,Customer_109,Kolkata,DL,2023-10-17,2023-12-09 22:55:58,2023-12-09 22:55:58
110,Customer_110,Hyderabad,TS,2023-08-15,2023-04-03 22:49:57,2023-04-03 22:49:57
111,Customer_111,Delhi,TN,2023-10-14,2023-06-18 13:23:44,2023-06-18 13:23:44
112,Customer_112,Mumbai,TN,2023-01-12,2023-12-02 22:10:56,2023-12-02 22:10:56
113,Customer_113,Pune,MH,2023-06-24,2023-06-18 15:32:04,2023-06-18 15:32:04
114,Customer_114,Pune,MH,2023-08-09,2023-12-04 17:26:22,2023-12-04 17:26:22
115,Customer_115,Pune,KA,2023-03-06,2023-06-13 07:45:08,2023-06-13 07:45:08
116,Customer_116,Hyderabad,MH,2023-05-09,2023-11-10 03:55:26,2023-11-10 03:55:26
117,Customer_117,Mumbai,DL,2023-12-01,2023-05-19 13:06:34,2023-05-19 13:06:34
118,Customer_118,Hyderabad,MH,2023-09-07,2023-12-09 11:27:45,2023-12-09 11:27:45
119,Customer_119,Kolkata,MH,2023-07-14,2023-09-25 06:22:47,2023-09-25 06:22:47
120,Customer_120,Hyderabad,TS,2023-09-27,2023-12-06 20:43:24,2023-12-06 20:43:24
121,Customer_121,Mumbai,TS,2023-07-01,2023-10-18 13:22:07,2023-10-18 13:22:07
122,Customer_122,Mumbai,MH,2023-11-19,2023-04-07 08:22:43,2023-04-07 08:22:43
123,Customer_123,Kolkata,TS,2023-12-06,2023-06-30 22:26:43,2023-06-30 22:26:43
124,Customer_124,Mumbai,WB,2023-11-02,2023-08-23 13:23:32,2023-08-23 13:23:32
125,Customer_125,Mumbai,TS,2023-04-10,2023-10-20 10:31:42,2023-10-20 10:31:42
126,Customer_126,Pune,MH,2023-12-13,2023-10-07 16:24:49,2023-10-07 16:24:49
127,Customer_127,Kolkata,MH,2023-08-29,2023-07-30 14:31:12,2023-07-30 14:31:12
128,Customer_128,Bangalore,TS,2023-04-26,2023-08-05 12:53:41,2023-08-05 12:53:41
129,Customer_129,Bangalore,MH,2023-06-13,2023-05-13 13:56:31,2023-05-13 13:56:31
130,Customer_130,Mumbai,MH,2023-08-27,2023-07-21 09:11:17,2023-07-21 09:11:17
131,Customer_131,Bangalore,TN,2023-01-11,2023-11-03 11:03:09,2023-11-03 11:03:09
132,Customer_132,Bangalore,TS,2023-06-16,2023-03-13 06:12:43,2023-03-13 06:12:43
133,Customer_133,Mumbai,MH,2023-01-10,2023-10-01 05:09:49,2023-10-01 05:09:49
134,Customer_134,Bangalore,TS,2023-02-20,2023-05-01 17:18:38,2023-05-01 17:18:38
135,Customer_135,Hyderabad,MH,2023-10-15,2023-12-26 10:45:29,2023-12-26 10:45:29
136,Customer_136,Delhi,WB,2023-11-24,2023-06-06 09:24:18,2023-06-06 09:24:18
137,Customer_137,Kolkata,MH,2023-02-16,2023-09-07 08:02:48,2023-09-07 08:02:48
138,Customer_138,Delhi,MH,2023-01-13,2023-11-29 08:46:38,2023-11-29 08:46:38
139,Customer_139,Mumbai,TN,2023-11-19,2023-10-16 14:14:22,2023-10-16 14:14:22
140,Customer_140,Pune,KA,2023-11-05,2023-02-10 09:30:04,2023-02-10 09:30:04
141,Customer_141,Kolkata,DL,2023-11-05,2023-09-14 01:40:04,2023-09-14 01:40:04
142,Customer_142,Mumbai,WB,2023-05-01,2023-03-04 10:39:03,2023-03-04 10:39:03
143,Customer_143,Pune,KA,2023-10-25,2023-05-02 08:17:06,2023-05-02 08:17:06
144,Customer_144,Delhi,TS,2023-10-12,2023-03-23 17:33:41,2023-03-23 17:33:41
145,Customer_145,Mumbai,MH,2023-09-02,2023-03-21 16:42:05,2023-03-21 16:42:05
146,Customer_146,Kolkata,MH,2023-02-16,2023-01-24 14:04:57,2023-01-24 14:04:57
147,Customer_147,Kolkata,WB,2023-08-07,2023-04-04 17:15:51,2023-04-04 17:15:51
148,Customer_148,Chennai,MH,2023-10-13,2023-02-23 07:44:37,2023-02-23 07:44:37
149,Customer_149,Hyderabad,TS,2023-05-03,2023-01-06 07:32:06,2023-01-06 07:32:06
150,Customer_150,Bangalore,MH,2023-01-14,2023-08-15 04:28:22,2023-08-15 04:28:22
151,Customer_151,Pune,WB,2023-09-10,2023-09-05 21:26:42,2023-09-05 21:26:42
152,Customer_152,Chennai,KA,2023-03-20,2023-05-26 21:01:01,2023-05-26 21:01:01
153,Customer_153,Bangalore,MH,2023-08-26,2023-11-21 01:13:04,2023-11-21 01:13:04
154,Customer_154,Bangalore,DL,2023-11-11,2023-08-19 17:45:35,2023-08-19 17:45:35
155,Customer_155,Mumbai,WB,2023-04-20,2023-11-27 03:05:31,2023-11-27 03:05:31
156,Customer_156,Bangalore,TN,2023-12-28,2023-02-15 12:37:02,2023-02-15 12:37:02
157,Customer_157,Hyderabad,TN,2023-03-05,2023-04-30 08:50:35,2023-04-30 08:50:35
158,Customer_158,Kolkata,TS,2023-02-13,2023-12-21 06:48:51,2023-12-21 06:48:51
159,Customer_159,Chennai,TS,2023-09-27,2023-05-18 17:55:51,2023-05-18 17:55:51
160,Customer_160,Bangalore,MH,2023-04-01,2023-12-04 04:32:43,2023-12-04 04:32:43
161,Customer_161,Mumbai,KA,2023-08-27,2023-10-06 12:17:04,2023-10-06 12:17:04
162,Customer_162,Hyderabad,KA,2023-10-27,2023-02-06 15:38:01,2023-02-06 15:38:01
163,Customer_163,Delhi,DL,2023-11-13,2023-03-29 23:02:55,2023-03-29 23:02:55
164,Customer_164,Kolkata,DL,2023-09-15,2023-06-09 00:16:48,2023-06-09 00:16:48
165,Customer_165,Kolkata,MH,2023-08-31,2023-06-10 01:10:55,2023-06-10 01:10:55
166,Customer_166,Chennai,MH,2023-03-20,2023-08-21 23:28:19,2023-08-21 23:28:19
167,Customer_167,Kolkata,KA,2023-11-26,2023-03-13 06:07:31,2023-03-13 06:07:31
168,Customer_168,Bangalore,WB,2023-08-26,2023-06-22 11:30:37,2023-06-22 11:30:37
169,Customer_169,Mumbai,WB,2023-09-22,2023-05-23 11:23:12,2023-05-23 11:23:12
170,Customer_170,Kolkata,WB,2023-07-08,2023-06-16 06:32:53,2023-06-16 06:32:53
171,Customer_171,Kolkata,MH,2023-07-14,2023-02-01 23:37:01,2023-02-01 23:37:01
172,Customer_172,Delhi,MH,2023-06-15,2023-08-23 14:36:32,2023-08-23 14:36:32
173,Customer_173,Delhi,MH,2023-07-17,2023-12-26 20:16:46,2023-12-26 20:16:46
174,Customer_174,Pune,DL,2023-03-09,2023-10-14 22:15:35,2023-10-14 22:15:35
175,Customer_175,Hyderabad,MH,2023-07-14,2023-12-27 20:12:56,2023-12-27 20:12:56
176,Customer_176,Bangalore,MH,2023-08-25,2023-01-14 00:49:48,2023-01-14 00:49:48
177,Customer_177,Kolkata,DL,2023-06-07,2023-11-03 23:04:24,2023-11-03 23:04:24
178,Customer_178,Kolkata,MH,2023-08-16,2023-02-11 19:54:03,2023-02-11 19:54:03
179,Customer_179,Mumbai,MH,2023-03-03,2023-12-28 04:48:54,2023-12-28 04:48:54
180,Customer_180,Pune,WB,2023-05-15,2023-03-18 20:51:12,2023-03-18 20:51:12
181,Customer_181,Hyderabad,DL,2023-06-09,2023-02-19 16:43:34,2023-02-19 16:43:34
182,Customer_182,Pune,TN,2023-04-17,2023-01-31 08:08:41,2023-01-31 08:08:41
183,Customer_183,Chennai,DL,2023-11-26,2023-01-18 12:00:17,2023-01-18 12:00:17
184,Customer_184,Hyderabad,TS,2023-08-31,2023-07-31 05:12:12,2023-07-31 05:12:12
185,Customer_185,Kolkata,WB,2023-08-31,2023-01-24 12:39:18,2023-01-24 12:39:18
186,Customer_186,Kolkata,TS,2023-04-11,2023-09-29 15:10:46,2023-09-29 15:10:46
187,Customer_187,Hyderabad,MH,2023-08-13,2023-05-19 02:54:43,2023-05-19 02:54:43
188,Customer_188,Kolkata,MH,2023-10-09,2023-02-20 23:12:54,2023-02-20 23:12:54
189,Customer_189,Bangalore,KA,2023-02-12,2023-06-13 03:55:59,2023-06-13 03:55:59
190,Customer_190,Hyderabad,TS,2023-12-31,2023-07-27 16:18:47,2023-07-27 16:18:47
191,Customer_191,Pune,DL,2023-11-14,2023-01-14 11:53:44,2023-01-14 11:53:44
192,Customer_192,Hyderabad,TS,2023-01-23,2023-12-21 21:51:24,2023-12-21 21:51:24
193,Customer_193,Kolkata,TN,2023-03-05,2023-12-27 10:19:59,2023-12-27 10:19:59
194,Customer_194,Bangalore,WB,2023-11-24,2023-09-08 08:14:05,2023-09-08 08:14:05
195,Customer_195,Bangalore,MH,2023-07-02,2023-12-05 00:42:15,2023-12-05 00:42:15
196,Customer_196,Chennai,TN,2023-05-24,2023-04-08 12:52:53,2023-04-08 12:52:53
197,Customer_197,Pune,MH,2023-04-30,2023-08-25 22:56:32,2023-08-25 22:56:32
198,Customer_198,Delhi,TN,2023-09-22,2023-07-13 07:16:12,2023-07-13 07:16:12
199,Customer_199,Delhi,MH,2023-09-17,2023-12-31 12:43:04,2023-12-31 12:43:04
200,Customer_200,Hyderabad,DL,2023-02-08,2023-11-30 05:53:26,2023-11-30 05:53:26
201,Customer_201,Chennai,TN,2023-10-27,2023-01-26 20:26:08,2023-01-26 20:26:08
202,Customer_202,Mumbai,WB,2023-10-24,2023-03-18 10:44:22,2023-03-18 10:44:22
203,Customer_203,Hyderabad,MH,2023-09-26,2023-01-19 16:24:52,2023-01-19 16:24:52
204,Customer_204,Chennai,MH,2023-03-17,2023-03-19 11:14:18,2023-03-19 11:14:18
205,Customer_205,Pune,TS,2023-10-07,2023-10-25 03:19:38,2023-10-25 03:19:38
206,Customer_206,Pune,MH,2023-02-17,2023-04-16 18:46:10,2023-04-16 18:46:10
207,Customer_207,Pune,TS,2023-07-24,2023-09-24 19:20:12,2023-09-24 19:20:12
208,Customer_208,Pune,MH,2023-04-09,2023-06-12 22:51:55,2023-06-12 22:51:55
209,Customer_209,Pune,DL,2023-10-15,2023-06-19 05:36:05,2023-06-19 05:36:05
210,Customer_210,Chennai,WB,2023-10-04,2023-12-20 16:27:18,2023-12-20 16:27:18
211,Customer_211,Chennai,WB,2023-06-08,2023-10-23 01:41:03,2023-10-23 01:41:03
212,Customer_212,Bangalore,MH,2023-11-16,2023-04-28 13:24:03,2023-04-28 13:24:03
213,Customer_213,Delhi,MH,2023-06-12,2023-01-04 10:37:02,2023-01-04 10:37:02
214,Customer_214,Kolkata,MH,2023-05-24,2023-12-19 08:44:44,2023-12-19 08:44:44
215,Customer_215,Pune,WB,2023-06-17,2023-04-12 14:28:39,2023-04-12 14:28:39
216,Customer_216,Mumbai,WB,2023-03-31,2023-06-22 04:48:20,2023-06-22 04:48:20
217,Customer_217,Kolkata,TN,2023-02-07,2023-03-28 11:39:12,2023-03-28 11:39:12
218,Customer_218,Chennai,MH,2023-09-16,2023-01-08 11:10:11,2023-01-08 11:10:11
219,Customer_219,Mumbai,MH,2023-06-14,2023-12-25 13:11:21,2023-12-25 13:11:21
220,Customer_220,Mumbai,WB,2023-04-10,2023-03-17 06:24:05,2023-03-17 06:24:05
221,Customer_221,Mumbai,KA,2023-09-15,2023-01-18 07:22:47,2023-01-18 07:22:47
222,Customer_222,Bangalore,DL,2023-09-16,2023-03-08 07:15:42,2023-03-08 07:15:42
223,Customer_223,Chennai,TN,2023-04-14,2023-04-23 20:17:10,2023-04-23 20:17:10
224,Customer_224,Mumbai,DL,2023-06-24,2023-05-12 06:08:27,2023-05-12 06:08:27
225,Customer_225,Pune,WB,2023-04-16,2023-01-21 00:21:53,2023-01-21 00:21:53
226,Customer_226,Hyderabad,MH,2023-04-21,2023-03-14 06:55:45,2023-03-14 06:55:45
227,Customer_227,Mumbai,KA,2023-12-12,2023-08-29 15:10:27,2023-08-29 15:10:27
228,Customer_228,Bangalore,WB,2023-01-27,2023-02-13 14:12:39,2023-02-13 14:12:39
229,Customer_229,Kolkata,MH,2023-02-07,2023-03-02 19:00:27,2023-03-02 19:00:27
230,Customer_230,Chennai,MH,2023-06-21,2023-04-02 05:29:02,2023-04-02 05:29:02
231,Customer_231,Bangalore,DL,2023-01-08,2023-05-07 13:41:41,2023-05-07 13:41:41
232,Customer_232,Mumbai,WB,2023-01-23,2023-07-26 10:21:16,2023-07-26 10:21:16
233,Customer_233,Chennai,KA,2023-05-14,2023-03-09 01:27:46,2023-03-09 01:27:46
234,Customer_234,Hyderabad,DL,2023-02-28,2023-04-30 08:40:25,2023-04-30 08:40:25
235,Customer_235,Mumbai,MH,2023-02-27,2023-10-09 11:20:23,2023-10-09 11:20:23
236,Customer_236,Bangalore,TS,2023-09-13,2023-03-07 09:43:11,2023-03-07 09:43:11
237,Customer_237,Delhi,MH,2023-10-09,2023-12-07 09:28:03,2023-12-07 09:28:03
238,Customer_238,Pune,WB,2023-12-01,2023-01-18 08:50:58,2023-01-18 08:50:58
239,Customer_239,Kolkata,TN,2023-06-24,2023-03-07 09:46:43,2023-03-07 09:46:43
240,Customer_240,Bangalore,MH,2023-04-06,2023-05-15 13:33:02,2023-05-15 13:33:02
241,Customer_241,Chennai,TN,2023-05-27,2023-05-06 03:02:22,2023-05-06 03:02:22
242,Customer_242,Mumbai,KA,2023-04-27,2023-06-21 23:14:28,2023-06-21 23:14:28
243,Customer_243,Pune,WB,2023-08-28,2023-04-06 17:54:08,2023-04-06 17:54:08
244,Customer_244,Mumbai,TS,2023-12-21,2023-03-20 01:44:29,2023-03-20 01:44:29
245,Customer_245,Chennai,TN,2023-06-03,2023-11-10 10:15:43,2023-11-10 10:15:43
246,Customer_246,Mumbai,WB,2023-11-04,2023-02-19 20:32:59,2023-02-19 20:32:59
247,Customer_247,Delhi,TN,2023-11-29,2023-06-07 18:07:24,2023-06-07 18:07:24
248,Customer_248,Pune,KA,2023-10-30,2023-06-25 16:19:37,2023-06-25 16:19:37
249,Customer_249,Pune,MH,2023-07-19,2023-11-23 07:06:37,2023-11-23 07:06:37
250,Customer_250,Chennai,MH,2023-01-14,2023-01-24 18:57:03,2023-01-24 18:57:03
251,Customer_251,Kolkata,MH,2023-06-03,2023-12-03 01:26:55,2023-12-03 01:26:55
252,Customer_252,Delhi,KA,2023-02-16,2023-04-13 07:07:44,2023-04-13 07:07:44
253,Customer_253,Bangalore,TS,2023-09-05,2023-01-05 17:39:28,2023-01-05 17:39:28
254,Customer_254,Mumbai,MH,2023-04-04,2023-09-14 00:55:31,2023-09-14 00:55:31
255,Customer_255,Hyderabad,WB,2023-08-20,2023-09-06 08:16:35,2023-09-06 08:16:35
256,Customer_256,Mumbai,KA,2023-04-16,2023-10-26 04:15:15,2023-10-26 04:15:15
257,Customer_257,Mumbai,MH,2023-08-16,2023-08-01 10:13:58,2023-08-01 10:13:58
258,Customer_258,Bangalore,MH,2023-09-15,2023-05-05 22:06:04,2023-05-05 22:06:04
259,Customer_259,Mumbai,MH,2023-06-07,2023-06-07 18:46:04,2023-06-07 18:46:04
260,Customer_260,Delhi,DL,2023-10-07,2023-11-20 07:17:13,2023-11-20 07:17:13
261,Customer_261,Delhi,DL,2023-09-02,2023-07-16 17:09:07,2023-07-16 17:09:07
262,Customer_262,Pune,MH,2023-03-23,2023-10-24 13:37:54,2023-10-24 13:37:54
263,Customer_263,Chennai,MH,2023-01-23,2023-10-03 05:57:14,2023-10-03 05:57:14
264,Customer_264,Kolkata,KA,2023-04-27,2023-10-20 19:05:56,2023-10-20 19:05:56
265,Customer_265,Hyderabad,WB,2023-03-11,2023-12-03 19:40:45,2023-12-03 19:40:45
266,Customer_266,Mumbai,TS,2023-03-16,2023-11-25 09:14:55,2023-11-25 09:14:55
267,Customer_267,Mumbai,TS,2023-05-15,2023-05-31 00:00:37,2023-05-31 00:00:37
268,Customer_268,Bangalore,DL,2023-08-13,2023-07-31 16:19:41,2023-07-31 16:19:41
269,Customer_269,Chennai,DL,2023-05-18,2023-09-22 15:24:09,2023-09-22 15:24:09
270,Customer_270,Delhi,DL,2023-12-07,2023-08-06 03:49:53,2023-08-06 03:49:53
271,Customer_271,Hyderabad,MH,2023-07-20,2023-03-22 10:49:55,2023-03-22 10:49:55
272,Customer_272,Pune,TS,2023-08-28,2023-07-31 08:15:18,2023-07-31 08:15:18
273,Customer_273,Delhi,MH,2023-01-25,2023-08-11 16:46:32,2023-08-11 16:46:32
274,Customer_274,Chennai,DL,2023-08-05,2023-07-29 13:53:35,2023-07-29 13:53:35
275,Customer_275,Kolkata,TN,2023-10-07,2023-08-01 08:38:53,2023-08-01 08:38:53
276,Customer_276,Pune,KA,2023-01-12,2023-04-01 16:23:53,2023-04-01 16:23:53
277,Customer_277,Kolkata,WB,2023-07-18,2023-11-15 01:54:31,2023-11-15 01:54:31
278,Customer_278,Bangalore,MH,2023-05-14,2023-01-26 09:23:08,2023-01-26 09:23:08
279,Customer_279,Bangalore,WB,2023-11-11,2023-08-24 05:06:51,2023-08-24 05:06:51
280,Customer_280,Mumbai,MH,2023-03-24,2023-10-22 13:40:18,2023-10-22 13:40:18
281,Customer_281,Kolkata,MH,2023-11-24,2023-05-23 02:33:12,2023-05-23 02:33:12
