product_id,product_name,category,price,created_at,updated_at
47,Product_47,Clothing,49937,2023-12-02 01:41:42,2023-12-02 01:41:42
48,Product_48,Clothing,73395,2023-10-04 21:18:15,2023-10-04 21:18:15
49,Product_49,Electronics,6758,2023-03-15 12:24:24,2023-03-15 12:24:24
50,Product_50,Appliances,31573,2023-05-06 14:01:50,2023-05-06 14:01:50
51,Product_51,Appliances,28298,2023-11-11 11:42:17,2023-11-11 11:42:17
52,Product_52,Appliances,10153,2023-03-19 00:15:29,2023-03-19 00:15:29
53,Product_53,Appliances,92059,2023-11-21 11:18:09,2023-11-21 11:18:09
54,Product_54,Electronics,22285,2023-02-11 15:11:58,2023-02-11 15:11:58
55,Product_55,Furniture,66190,2023-12-17 04:03:41,2023-12-17 04:03:41
56,Product_56,Furniture,69356,2023-09-06 14:04:52,2023-09-06 14:04:52
57,Product_57,Clothing,62893,2023-01-14 05:03:03,2023-01-14 05:03:03
58,Product_58,Furniture,26637,2023-04-27 22:38:54,2023-04-27 22:38:54
59,Product_59,Clothing,63605,2023-09-13 01:20:22,2023-09-13 01:20:22
60,Product_60,Electronics,48380,2023-10-02 09:36:05,2023-10-02 09:36:05
61,Product_61,Electronics,81484,2023-11-07 22:37:20,2023-11-07 22:37:20
62,Product_62,Furniture,787,2023-09-11 09:23:47,2023-09-11 09:23:47
63,Product_63,Furniture,88584,2023-06-06 19:52:27,2023-06-06 19:52:27
64,Product_64,Appliances,71920,2023-09-29 00:23:36,2023-09-29 00:23:36
65,Product_65,Clothing,20447,2023-04-02 02:32:08,2023-04-02 02:32:08
66,Product_66,Electronics,54732,2023-05-08 01:36:50,2023-05-08 01:36:50
67,Product_67,Appliances,54616,2023-08-05 21:34:07,2023-08-05 21:34:07
68,Product_68,Appliances,71885,2023-03-12 17:43:57,2023-03-12 17:43:57
69,Product_69,Electronics,44727,2023-12-20 23:42:13,2023-12-20 23:42:13
70,Product_70,Electronics,41908,2023-01-10 08:20:12,2023-01-10 08:20:12
71,Product_71,Appliances,46902,2023-12-26 05:15:30,2023-12-26 05:15:30
72,Product_72,Clothing,45350,2023-10-20 21:04:58,2023-10-20 21:04:58
73,Product_73,Electronics,21150,2023-05-18 02:00:46,2023-05-18 02:00:46
74,Product_74,Clothing,45670,2023-01-30 19:21:18,2023-01-30 19:21:18
75,Product_75,Clothing,62959,2023-08-28 10:17:20,2023-08-28 10:17:20
76,Product_76,Appliances,4676,2023-07-07 22:09:24,2023-07-07 22:09:24
77,Product_77,Appliances,81428,2023-12-15 04:22:03,2023-12-15 04:22:03
78,Product_78,Furniture,78452,2023-11-19 19:36:13,2023-11-19 19:36:13
79,Product_79,Appliances,2897,2023-11-01 04:25:59,2023-11-01 04:25:59
80,Product_80,Furniture,24800,2023-08-22 05:08:31,2023-08-22 05:08:31
81,Product_81,Clothing,99200,2023-02-21 13:46:56,2023-02-21 13:46:56
82,Product_82,Clothing,25727,2023-02-16 03:43:06,2023-02-16 03:43:06
83,Product_83,Furniture,64818,2023-05-04 06:24:27,2023-05-04 06:24:27
84,Product_84,Appliances,17377,2023-06-21 14:45:56,2023-06-21 14:45:56
85,Product_85,Furniture,79350,2023-01-31 22:06:43,2023-01-31 22:06:43
86,Product_86,Clothing,8127,2023-04-03 04:06:41,2023-04-03 04:06:41
87,Product_87,Electronics,15932,2023-01-13 11:59:33,2023-01-13 11:59:33
88,Product_88,Appliances,39255,2023-01-18 08:14:10,2023-01-18 08:14:10
89,Product_89,Electronics,12053,2023-05-18 16:09:39,2023-05-18 16:09:39
90,Product_90,Furniture,66864,2023-07-08 17:05:35,2023-07-08 17:05:35
91,Product_91,Furniture,12069,2023-09-25 16:53:06,2023-09-25 16:53:06
92,Product_92,Furniture,19839,2023-07-22 01:59:50,2023-07-22 01:59:50
93,Product_93,Furniture,13720,2023-06-08 01:06:41,2023-06-08 01:06:41
94,Product_94,Electronics,90321,2023-08-28 23:19:10,2023-08-28 23:19:10
95,Product_95,Electronics,15167,2023-09-01 13:47:26,2023-09-01 13:47:26
96,Product_96,Furniture,82706,2023-06-14 06:29:32,2023-06-14 06:29:32
97,Product_97,Electronics,9231,2023-04-08 03:17:20,2023-04-08 03:17:20
98,Product_98,Appliances,78125,2023-02-27 09:52:53,2023-02-27 09:52:53
99,Product_99,Clothing,59562,2023-03-17 06:43:35,2023-03-17 06:43:35
100,Product_100,Appliances,35774,2023-09-05 10:58:14,2023-09-05 10:58:14
101,Product_101,Furniture,39460,2023-01-02 04:30:17,2023-01-02 04:30:17
102,Product_102,Furniture,66037,2023-10-18 22:19:40,2023-10-18 22:19:40
103,Product_103,Clothing,92118,2023-09-17 23:03:18,2023-09-17 23:03:18
104,Product_104,Clothing,70626,2023-08-17 13:26:35,2023-08-17 13:26:35
105,Product_105,Clothing,47548,2023-11-24 22:43:57,2023-11-24 22:43:57
106,Product_106,Clothing,61064,2023-09-04 11:36:13,2023-09-04 11:36:13
107,Product_107,Furniture,10926,2023-07-15 02:53:34,2023-07-15 02:53:34
108,Product_108,Clothing,88616,2023-02-19 08:04:54,2023-02-19 08:04:54
109,Product_109,Clothing,4059,2023-04-18 07:29:34,2023-04-18 07:29:34
110,Product_110,Clothing,52281,2023-03-16 17:10:08,2023-03-16 17:10:08
111,Product_111,Furniture,36531,2023-07-18 03:35:00,2023-07-18 03:35:00
112,Product_112,Furniture,73467,2023-12-13 03:15:13,2023-12-13 03:15:13
113,Product_113,Electronics,36700,2023-02-28 22:12:55,2023-02-28 22:12:55
114,Product_114,Clothing,87428,2023-08-26 21:56:41,2023-08-26 21:56:41
115,Product_115,Clothing,37762,2023-05-17 10:41:32,2023-05-17 10:41:32
116,Product_116,Electronics,56744,2023-12-02 02:46:45,2023-12-02 02:46:45
117,Product_117,Electronics,47113,2023-12-21 17:06:39,2023-12-21 17:06:39
118,Product_118,Furniture,13285,2023-02-22 20:07:23,2023-02-22 20:07:23
119,Product_119,Clothing,20488,2023-06-30 03:29:53,2023-06-30 03:29:53
120,Product_120,Clothing,14755,2023-08-19 17:07:14,2023-08-19 17:07:14
121,Product_121,Clothing,73654,2023-06-17 09:50:29,2023-06-17 09:50:29
122,Product_122,Clothing,19911,2023-03-07 17:36:52,2023-03-07 17:36:52
123,Product_123,Appliances,11543,2023-04-11 23:17:26,2023-04-11 23:17:26
124,Product_124,Clothing,78418,2023-06-11 05:11:24,2023-06-11 05:11:24
125,Product_125,Appliances,67580,2023-11-09 08:33:41,2023-11-09 08:33:41
126,Product_126,Appliances,72805,2023-05-26 16:30:39,2023-05-26 16:30:39
127,Product_127,Appliances,65525,2023-03-15 19:18:54,2023-03-15 19:18:54
128,Product_128,Electronics,9060,2023-02-19 02:34:31,2023-02-19 02:34:31
129,Product_129,Appliances,4177,2023-10-31 04:42:32,2023-10-31 04:42:32
130,Product_130,Furniture,12633,2023-06-10 16:40:35,2023-06-10 16:40:35
131,Product_131,Clothing,72215,2023-06-26 00:09:14,2023-06-26 00:09:14
132,Product_132,Furniture,74329,2023-09-21 16:24:19,2023-09-21 16:24:19
133,Product_133,Clothing,22875,2023-10-29 18:16:07,2023-10-29 18:16:07
134,Product_134,Electronics,13684,2023-05-19 22:50:38,2023-05-19 22:50:38
135,Product_135,Appliances,57231,2023-02-20 15:22:44,2023-02-20 15:22:44
136,Product_136,Electronics,73755,2023-10-01 00:43:42,2023-10-01 00:43:42
137,Product_137,Electronics,56037,2023-06-20 07:44:11,2023-06-20 07:44:11
138,Product_138,Furniture,39363,2023-05-27 11:59:47,2023-05-27 11:59:47
139,Product_139,Electronics,53630,2023-02-22 02:16:17,2023-02-22 02:16:17
140,Product_140,Furniture,4402,2023-10-23 22:58:42,2023-10-23 22:58:42
141,Product_141,Electronics,17079,2023-02-19 20:54:43,2023-02-19 20:54:43
142,Product_142,Electronics,63767,2023-04-06 15:32:00,2023-04-06 15:32:00
143,Product_143,Electronics,82024,2023-07-31 09:43:25,2023-07-31 09:43:25
144,Product_144,Electronics,78973,2023-02-20 09:25:48,2023-02-20 09:25:48
145,Product_145,Appliances,38130,2023-02-08 01:18:07,2023-02-08 01:18:07
146,Product_146,Clothing,63525,2023-03-07 20:19:09,2023-03-07 20:19:09
147,Product_147,Clothing,36196,2023-08-19 20:39:02,2023-08-19 20:39:02
148,Product_148,Electronics,59145,2023-09-18 12:38:18,2023-09-18 12:38:18
149,Product_149,Clothing,95184,2023-01-31 17:07:18,2023-01-31 17:07:18
150,Product_150,Clothing,17491,2023-04-23 17:43:42,2023-04-23 17:43:42
151,Product_151,Clothing,3060,2023-07-06 18:46:33,2023-07-06 18:46:33
152,Product_152,Clothing,56999,2023-01-12 13:58:02,2023-01-12 13:58:02
153,Product_153,Clothing,71615,2023-09-20 23:18:54,2023-09-20 23:18:54
154,Product_154,Furniture,48331,2023-03-19 11:57:26,2023-03-19 11:57:26
155,Product_155,Furniture,3792,2023-05-08 07:07:58,2023-05-08 07:07:58
156,Product_156,Appliances,35488,2023-06-21 11:45:01,2023-06-21 11:45:01
157,Product_157,Furniture,25936,2023-01-20 00:47:06,2023-01-20 00:47:06
158,Product_158,Clothing,37475,2023-06-09 16:16:12,2023-06-09 16:16:12
159,Product_159,Clothing,80150,2023-06-30 19:56:17,2023-06-30 19:56:17
160,Product_160,Clothing,62463,2023-12-21 00:18:47,2023-12-21 00:18:47
161,Product_161,Furniture,45218,2023-04-04 02:26:40,2023-04-04 02:26:40
162,Product_162,Furniture,68611,2023-06-04 18:42:49,2023-06-04 18:42:49
163,Product_163,Electronics,49498,2023-04-27 03:12:24,2023-04-27 03:12:24
164,Product_164,Furniture,27950,2023-01-21 08:58:02,2023-01-21 08:58:02
165,Product_165,Furniture,95865,2023-01-27 07:18:23,2023-01-27 07:18:23
166,Product_166,Furniture,71094,2023-03-29 00:44:50,2023-03-29 00:44:50
167,Product_167,Appliances,70423,2023-06-21 08:08:48,2023-06-21 08:08:48
168,Product_168,Furniture,46574,2023-11-21 15:38:35,2023-11-21 15:38:35
169,Product_169,Furniture,10154,2023-05-23 14:42:25,2023-05-23 14:42:25
170,Product_170,Clothing,69166,2023-09-25 10:46:45,2023-09-25 10:46:45
171,Product_171,Clothing,91583,2023-01-18 22:23:37,2023-01-18 22:23:37
172,Product_172,Electronics,53147,2023-09-26 21:17:58,2023-09-26 21:17:58
173,Product_173,Appliances,66169,2023-04-16 03:51:03,2023-04-16 03:51:03
174,Product_174,Appliances,6203,2023-05-17 09:44:09,2023-05-17 09:44:09
175,Product_175,Electronics,75287,2023-08-16 20:44:53,2023-08-16 20:44:53
176,Product_176,Electronics,60050,2023-04-05 12:29:22,2023-04-05 12:29:22
177,Product_177,Furniture,47396,2023-06-09 19:35:49,2023-06-09 19:35:49
178,Product_178,Clothing,86353,2023-03-22 00:01:02,2023-03-22 00:01:02
179,Product_179,Electronics,32114,2023-06-26 09:44:03,2023-06-26 09:44:03
180,Product_180,Electronics,83897,2023-04-20 11:35:20,2023-04-20 11:35:20
181,Product_181,Appliances,64974,2023-03-26 22:53:51,2023-03-26 22:53:51
182,Product_182,Furniture,57928,2023-11-10 01:02:46,2023-11-10 01:02:46
183,Product_183,Furniture,57882,2023-12-31 15:59:47,2023-12-31 15:59:47
184,Product_184,Electronics,15540,2023-05-11 14:33:39,2023-05-11 14:33:39
185,Product_185,Furniture,77900,2023-05-19 00:31:04,2023-05-19 00:31:04
186,Product_186,Electronics,31754,2023-05-03 17:29:26,2023-05-03 17:29:26
187,Product_187,Appliances,20705,2023-04-18 10:36:26,2023-04-18 10:36:26
188,Product_188,Electronics,79239,2023-05-28 21:55:18,2023-05-28 21:55:18
189,Product_189,Furniture,87399,2023-02-25 16:36:16,2023-02-25 16:36:16
190,Product_190,Appliances,68803,2023-06-18 11:01:57,2023-06-18 11:01:57
191,Product_191,Furniture,8594,2023-09-21 15:07:21,2023-09-21 15:07:21
192,Product_192,Furniture,90388,2023-08-15 14:59:35,2023-08-15 14:59:35
193,Product_193,Appliances,22817,2023-10-03 01:00:47,2023-10-03 01:00:47
194,Product_194,Appliances,67549,2023-07-16 21:16:29,2023-07-16 21:16:29
195,Product_195,Clothing,59268,2023-11-04 08:54:25,2023-11-04 08:54:25
196,Product_196,Appliances,41376,2023-05-23 23:57:12,2023-05-23 23:57:12
197,Product_197,Appliances,99132,2023-11-01 01:25:15,2023-11-01 01:25:15
198,Product_198,Clothing,91135,2023-03-16 13:43:37,2023-03-16 13:43:37
199,Product_199,Appliances,70311,2023-04-04 06:35:56,2023-04-04 06:35:56
200,Product_200,Electronics,82995,2023-08-06 14:29:36,2023-08-06 14:29:36
201,Product_201,Furniture,3584,2023-11-19 21:38:11,2023-11-19 21:38:11
202,Product_202,Electronics,10500,2023-06-13 16:38:03,2023-06-13 16:38:03
203,Product_203,Electronics,86602,2023-09-23 14:03:44,2023-09-23 14:03:44
204,Product_204,Clothing,80943,2023-08-12 23:09:40,2023-08-12 23:09:40
205,Product_205,Clothing,68130,2023-01-10 07:23:15,2023-01-10 07:23:15
206,Product_206,Furniture,71694,2023-07-17 20:47:29,2023-07-17 20:47:29
207,Product_207,Appliances,72911,2023-11-09 13:26:55,2023-11-09 13:26:55
208,Product_208,Clothing,85378,2023-04-25 08:47:55,2023-04-25 08:47:55
209,Product_209,Clothing,53592,2023-01-06 21:45:41,2023-01-06 21:45:41
210,Product_210,Appliances,84113,2023-12-19 22:37:07,2023-12-19 22:37:07
211,Product_211,Electronics,21154,2023-05-13 09:15:11,2023-05-13 09:15:11
212,Product_212,Electronics,26397,2023-10-11 07:56:00,2023-10-11 07:56:00
213,Product_213,Furniture,90377,2023-03-15 22:58:23,2023-03-15 22:58:23
214,Product_214,Furniture,69538,2023-10-09 22:14:04,2023-10-09 22:14:04
215,Product_215,Clothing,54704,2023-10-21 08:44:07,2023-10-21 08:44:07
216,Product_216,Clothing,12057,2023-07-28 17:58:51,2023-07-28 17:58:51
217,Product_217,Clothing,83756,2023-07-05 01:48:46,2023-07-05 01:48:46
218,Product_218,Appliances,29604,2023-06-22 09:16:25,2023-06-22 09:16:25
219,Product_219,Furniture,40249,2023-12-20 18:15:27,2023-12-20 18:15:27
220,Product_220,Clothing,3833,2023-01-16 11:49:31,2023-01-16 11:49:31
221,Product_221,Furniture,59888,2023-01-17 07:30:17,2023-01-17 07:30:17
222,Product_222,Appliances,18607,2023-05-08 09:10:05,2023-05-08 09:10:05
223,Product_223,Clothing,76388,2023-08-08 17:08:56,2023-08-08 17:08:56
224,Product_224,Electronics,14157,2023-09-14 04:15:39,2023-09-14 04:15:39
225,Product_225,Clothing,15638,2023-12-23 00:32:27,2023-12-23 00:32:27
226,Product_226,Clothing,2202,2023-12-08 12:14:47,2023-12-08 12:14:47
227,Product_227,Appliances,15459,2023-08-15 23:05:28,2023-08-15 23:05:28
228,Product_228,Appliances,60343,2023-02-24 02:26:45,2023-02-24 02:26:45
229,Product_229,Electronics,29443,2023-01-10 04:18:08,2023-01-10 04:18:08
230,Product_230,Appliances,35721,2023-11-02 00:17:37,2023-11-02 00:17:37
231,Product_231,Furniture,87651,2023-11-27 06:36:51,2023-11-27 06:36:51
232,Product_232,Appliances,45509,2023-04-21 08:36:40,2023-04-21 08:36:40
233,Product_233,Clothing,81454,2023-09-12 12:52:50,2023-09-12 12:52:50
234,Product_234,Furniture,96032,2023-06-02 18:20:01,2023-06-02 18:20:01
235,Product_235,Appliances,92024,2023-08-24 06:58:19,2023-08-24 06:58:19
236,Product_236,Clothing,63614,2023-05-17 17:20:41,2023-05-17 17:20:41
237,Product_237,Appliances,85527,2023-10-19 13:50:22,2023-10-19 13:50:22
238,Product_238,Clothing,86458,2023-11-04 08:38:30,2023-11-04 08:38:30
239,Product_239,Appliances,20522,2023-07-22 01:44:23,2023-07-22 01:44:23
240,Product_240,Appliances,97053,2023-09-26 05:21:28,2023-09-26 05:21:28
241,Product_241,Electronics,65952,2023-08-05 13:41:22,2023-08-05 13:41:22
242,Product_242,Appliances,7726,2023-11-13 02:54:25,2023-11-13 02:54:25
243,Product_243,Appliances,49428,2023-04-10 21:10:17,2023-04-10 21:10:17
244,Product_244,Furniture,18746,2023-09-06 05:48:41,2023-09-06 05:48:41
245,Product_245,Clothing,98324,2023-10-02 10:59:51,2023-10-02 10:59:51
246,Product_246,Electronics,70272,2023-03-24 10:36:42,2023-03-24 10:36:42
247,Product_247,Clothing,26696,2023-07-12 02:26:04,2023-07-12 02:26:04
248,Product_248,Appliances,3626,2023-11-13 23:27:07,2023-11-13 23:27:07
249,Product_249,Clothing,68422,2023-07-20 07:55:28,2023-07-20 07:55:28
250,Product_250,Electronics,36485,2023-04-03 13:04:24,2023-04-03 13:04:24
251,Product_251,Furniture,22111,2023-08-30 08:28:10,2023-08-30 08:28:10
252,Product_252,Furniture,62951,2023-06-02 17:47:47,2023-06-02 17:47:47
253,Product_253,Furniture,81344,2023-03-04 00:44:35,2023-03-04 00:44:35
254,Product_254,Appliances,14556,2023-04-03 20:52:58,2023-04-03 20:52:58
255,Product_255,Electronics,22594,2023-09-01 13:52:33,2023-09-01 13:52:33
256,Product_256,Appliances,6530,2023-02-20 03:32:12,2023-02-20 03:32:12
257,Product_257,Clothing,98601,2023-12-30 00:26:08,2023-12-30 00:26:08
258,Product_258,Clothing,1278,2023-07-03 16:45:22,2023-07-03 16:45:22
259,Product_259,Electronics,61177,2023-01-18 01:43:56,2023-01-18 01:43:56
260,Product_260,Furniture,44784,2023-03-10 16:21:33,2023-03-10 16:21:33
261,Product_261,Appliances,43850,2023-10-03 21:39:59,2023-10-03 21:39:59
262,Product_262,Appliances,70191,2023-09-18 02:34:44,2023-09-18 02:34:44
263,Product_263,Furniture,40042,2023-04-30 19:28:33,2023-04-30 19:28:33
264,Product_264,Clothing,55232,2023-06-21 08:18:05,2023-06-21 08:18:05
265,Product_265,Furniture,8528,2023-06-25 05:50:00,2023-06-25 05:50:00
266,Product_266,Electronics,21396,2023-03-22 09:42:19,2023-03-22 09:42:19
267,Product_267,Electronics,81627,2023-12-22 07:55:46,2023-12-22 07:55:46
268,Product_268,Appliances,77034,2023-03-04 00:35:33,2023-03-04 00:35:33
269,Product_269,Electronics,97524,2023-07-26 14:47:29,2023-07-26 14:47:29
270,Product_270,Furniture,83640,2023-05-30 01:48:59,2023-05-30 01:48:59
271,Product_271,Furniture,99553,2023-09-23 21:02:48,2023-09-23 21:02:48
272,Product_272,Furniture,18136,2023-03-08 02:31:10,2023-03-08 02:31:10
273,Product_273,Clothing,86413,2023-04-20 19:30:29,2023-04-20 19:30:29
274,Product_274,Electronics,99228,2023-03-29 13:28:24,2023-03-29 13:28:24
275,Product_275,Furniture,78224,2023-12-26 09:18:11,2023-12-26 09:18:11
276,Product_276,Appliances,3121,2023-04-22 08:59:53,2023-04-22 08:59:53
277,Product_277,Furniture,52510,2023-01-07 06:22:56,2023-01-07 06:22:56
278,Product_278,Clothing,43584,2023-01-22 22:45:08,2023-01-22 22:45:08
279,Product_279,Electronics,63051,2023-08-21 11:31:42,2023-08-21 11:31:42
280,Product_280,Clothing,25937,2023-03-26 12:30:45,2023-03-26 12:30:45
281,Product_281,Appliances,29807,2023-01-01 14:36:26,2023-01-01 14:36:26
282,Product_282,Clothing,56757,2023-04-17 04:06:41,2023-04-17 04:06:41
283,Product_283,Clothing,20901,2023-08-25 02:26:48,2023-08-25 02:26:48
284,Product_284,Electronics,6565,2023-03-28 06:09:01,2023-03-28 06:09:01
285,Product_285,Clothing,8876,2023-08-22 21:54:42,2023-08-22 21:54:42
286,Product_286,Clothing,42905,2023-03-31 07:53:44,2023-03-31 07:53:44
287,Product_287,Clothing,24490,2023-06-08 12:54:58,2023-06-08 12:54:58
288,Product_288,Electronics,49865,2023-09-02 21:10:11,2023-09-02 21:10:11
289,Product_289,Clothing,28720,2023-04-01 08:04:37,2023-04-01 08:04:37
290,Product_290,Electronics,21158,2023-05-05 11:25:16,2023-05-05 11:25:16
291,Product_291,Electronics,12159,2023-04-01 03:58:59,2023-04-01 03:58:59
292,Product_292,Furniture,23098,2023-04-09 06:59:13,2023-04-09 06:59:13
293,Product_293,Clothing,67098,2023-06-10 04:38:29,2023-06-10 04:38:29
294,Product_294,Appliances,30451,2023-04-11 06:48:38,2023-04-11 06:48:38
295,Product_295,Clothing,38962,2023-02-15 15:46:58,2023-02-15 15:46:58
296,Product_296,Furniture,29307,2023-01-13 18:44:11,2023-01-13 18:44:11
297,Product_297,Electronics,46160,2023-05-03 17:24:04,2023-05-03 17:24:04
298,Product_298,Clothing,89996,2023-02-12 10:18:27,2023-02-12 10:18:27
299,Product_299,Appliances,31409,2023-10-17 03:56:39,2023-10-17 03:56:39
300,Product_300,Clothing,7095,2023-05-25 18:21:21,2023-05-25 18:21:21
301,Product_301,Appliances,14145,2023-08-12 14:39:55,2023-08-12 14:39:55
302,Product_302,Appliances,75910,2023-02-18 12:51:14,2023-02-18 12:51:14
303,Product_303,Furniture,97833,2023-07-10 06:41:13,2023-07-10 06:41:13
304,Product_304,Furniture,12793,2023-10-27 07:55:32,2023-10-27 07:55:32
305,Product_305,Appliances,64341,2023-11-23 13:00:12,2023-11-23 13:00:12
306,Product_306,Electronics,90458,2023-09-11 16:32:26,2023-09-11 16:32:26
307,Product_307,Clothing,76087,2023-04-14 06:54:32,2023-04-14 06:54:32
308,Product_308,Furniture,79252,2023-02-04 00:22:45,2023-02-04 00:22:45
309,Product_309,Electronics,23223,2023-11-03 02:31:55,2023-11-03 02:31:55
310,Product_310,Clothing,79596,2023-04-04 03:08:58,2023-04-04 03:08:58
311,Product_311,Furniture,46051,2023-11-27 12:31:39,2023-11-27 12:31:39
312,Product_312,Furniture,20291,2023-06-19 15:26:27,2023-06-19 15:26:27
313,Product_313,Electronics,1175,2023-10-31 05:24:15,2023-10-31 05:24:15
314,Product_314,Clothing,13687,2023-05-13 02:28:08,2023-05-13 02:28:08
315,Product_315,Electronics,88035,2023-11-16 20:43:43,2023-11-16 20:43:43
316,Product_316,Appliances,52346,2023-02-16 12:36:08,2023-02-16 12:36:08
317,Product_317,Clothing,88794,2023-07-12 18:11:27,2023-07-12 18:11:27
318,Product_318,Furniture,57670,2023-04-28 03:49:05,2023-04-28 03:49:05
319,Product_319,Clothing,22009,2023-02-13 23:37:35,2023-02-13 23:37:35
320,Product_320,Clothing,81741,2023-06-25 19:03:10,2023-06-25 19:03:10
321,Product_321,Electronics,4527,2023-04-14 08:37:57,2023-04-14 08:37:57
322,Product_322,Electronics,9476,2023-05-29 19:57:51,2023-05-29 19:57:51
323,Product_323,Clothing,53242,2023-05-02 18:46:14,2023-05-02 18:46:14
324,Product_324,Appliances,51544,2023-07-27 04:59:35,2023-07-27 04:59:35
325,Product_325,Clothing,11182,2023-06-26 10:19:34,2023-06-26 10:19:34
326,Product_326,Electronics,23137,2023-12-16 21:35:12,2023-12-16 21:35:12
327,Product_327,Clothing,21894,2023-12-26 16:07:43,2023-12-26 16:07:43
328,Product_328,Furniture,8206,2023-05-17 04:28:37,2023-05-17 04:28:37
329,Product_329,Clothing,57437,2023-10-12 23:10:12,2023-10-12 23:10:12
330,Product_330,Clothing,96378,2023-08-25 10:14:39,2023-08-25 10:14:39
331,Product_331,Clothing,45805,2023-10-25 03:02:18,2023-10-25 03:02:18
332,Product_332,Electronics,99642,2023-07-27 06:13:33,2023-07-27 06:13:33
333,Product_333,Appliances,38157,2023-01-08 11:26:32,2023-01-08 11:26:32
334,Product_334,Clothing,72970,2023-02-17 19:45:27,2023-02-17 19:45:27
335,Product_335,Furniture,74225,2023-02-27 19:39:30,2023-02-27 19:39:30
336,Product_336,Appliances,25365,2023-04-24 12:19:42,2023-04-24 12:19:42
337,Product_337,Furniture,36134,2023-08-20 23:37:13,2023-08-20 23:37:13
338,Product_338,Furniture,62769,2023-04-04 22:53:38,2023-04-04 22:53:38
339,Product_339,Clothing,72566,2023-02-04 05:44:03,2023-02-04 05:44:03
340,Product_340,Furniture,19742,2023-09-29 00:35:39,2023-09-29 00:35:39
