product_id,product_name,category,price,created_at,updated_at,processed_at
49,Product_49,ELECTRONICS,6758.00,2023-03-15 12:24:24,2023-03-15 12:24:24,2026-04-03 04:33:52.517342
50,Product_50,APPLIANCES,31573.00,2023-05-06 14:01:50,2023-05-06 14:01:50,2026-04-03 04:33:52.517342
51,Product_51,APPLIANCES,28298.00,2023-11-11 11:42:17,2023-11-11 11:42:17,2026-04-03 04:33:52.517342
52,Product_52,APPLIANCES,10153.00,2023-03-19 00:15:29,2023-03-19 00:15:29,2026-04-03 04:33:52.517342
53,Product_53,APPLIANCES,92059.00,2023-11-21 11:18:09,2023-11-21 11:18:09,2026-04-03 04:33:52.517342
54,Product_54,ELECTRONICS,22285.00,2023-02-11 15:11:58,2023-02-11 15:11:58,2026-04-03 04:33:52.517342
55,Product_55,FURNITURE,66190.00,2023-12-17 04:03:41,2023-12-17 04:03:41,2026-04-03 04:33:52.517342
56,Product_56,FURNITURE,69356.00,2023-09-06 14:04:52,2023-09-06 14:04:52,2026-04-03 04:33:52.517342
57,Product_57,CLOTHING,62893.00,2023-01-14 05:03:03,2023-01-14 05:03:03,2026-04-03 04:33:52.517342
58,Product_58,FURNITURE,26637.00,2023-04-27 22:38:54,2023-04-27 22:38:54,2026-04-03 04:33:52.517342
59,Product_59,CLOTHING,63605.00,2023-09-13 01:20:22,2023-09-13 01:20:22,2026-04-03 04:33:52.517342
60,Product_60,ELECTRONICS,48380.00,2023-10-02 09:36:05,2023-10-02 09:36:05,2026-04-03 04:33:52.517342
61,Product_61,ELECTRONICS,81484.00,2023-11-07 22:37:20,2023-11-07 22:37:20,2026-04-03 04:33:52.517342
62,Product_62,FURNITURE,787.00,2023-09-11 09:23:47,2023-09-11 09:23:47,2026-04-03 04:33:52.517342
63,Product_63,FURNITURE,88584.00,2023-06-06 19:52:27,2023-06-06 19:52:27,2026-04-03 04:33:52.517342
64,Product_64,APPLIANCES,71920.00,2023-09-29 00:23:36,2023-09-29 00:23:36,2026-04-03 04:33:52.517342
65,Product_65,CLOTHING,20447.00,2023-04-02 02:32:08,2023-04-02 02:32:08,2026-04-03 04:33:52.517342
66,Product_66,ELECTRONICS,54732.00,2023-05-08 01:36:50,2023-05-08 01:36:50,2026-04-03 04:33:52.517342
67,Product_67,APPLIANCES,54616.00,2023-08-05 21:34:07,2023-08-05 21:34:07,2026-04-03 04:33:52.517342
68,Product_68,APPLIANCES,71885.00,2023-03-12 17:43:57,2023-03-12 17:43:57,2026-04-03 04:33:52.517342
69,Product_69,ELECTRONICS,44727.00,2023-12-20 23:42:13,2023-12-20 23:42:13,2026-04-03 04:33:52.517342
70,Product_70,ELECTRONICS,41908.00,2023-01-10 08:20:12,2023-01-10 08:20:12,2026-04-03 04:33:52.517342
71,Product_71,APPLIANCES,46902.00,2023-12-26 05:15:30,2023-12-26 05:15:30,2026-04-03 04:33:52.517342
72,Product_72,CLOTHING,45350.00,2023-10-20 21:04:58,2023-10-20 21:04:58,2026-04-03 04:33:52.517342
73,Product_73,ELECTRONICS,21150.00,2023-05-18 02:00:46,2023-05-18 02:00:46,2026-04-03 04:33:52.517342
74,Product_74,CLOTHING,45670.00,2023-01-30 19:21:18,2023-01-30 19:21:18,2026-04-03 04:33:52.517342
75,Product_75,CLOTHING,62959.00,2023-08-28 10:17:20,2023-08-28 10:17:20,2026-04-03 04:33:52.517342
76,Product_76,APPLIANCES,4676.00,2023-07-07 22:09:24,2023-07-07 22:09:24,2026-04-03 04:33:52.517342
77,Product_77,APPLIANCES,81428.00,2023-12-15 04:22:03,2023-12-15 04:22:03,2026-04-03 04:33:52.517342
78,Product_78,FURNITURE,78452.00,2023-11-19 19:36:13,2023-11-19 19:36:13,2026-04-03 04:33:52.517342
79,Product_79,APPLIANCES,2897.00,2023-11-01 04:25:59,2023-11-01 04:25:59,2026-04-03 04:33:52.517342
80,Product_80,FURNITURE,24800.00,2023-08-22 05:08:31,2023-08-22 05:08:31,2026-04-03 04:33:52.517342
81,Product_81,CLOTHING,99200.00,2023-02-21 13:46:56,2023-02-21 13:46:56,2026-04-03 04:33:52.517342
82,Product_82,CLOTHING,25727.00,2023-02-16 03:43:06,2023-02-16 03:43:06,2026-04-03 04:33:52.517342
83,Product_83,FURNITURE,64818.00,2023-05-04 06:24:27,2023-05-04 06:24:27,2026-04-03 04:33:52.517342
84,Product_84,APPLIANCES,17377.00,2023-06-21 14:45:56,2023-06-21 14:45:56,2026-04-03 04:33:52.517342
85,Product_85,FURNITURE,79350.00,2023-01-31 22:06:43,2023-01-31 22:06:43,2026-04-03 04:33:52.517342
86,Product_86,CLOTHING,8127.00,2023-04-03 04:06:41,2023-04-03 04:06:41,2026-04-03 04:33:52.517342
87,Product_87,ELECTRONICS,15932.00,2023-01-13 11:59:33,2023-01-13 11:59:33,2026-04-03 04:33:52.517342
88,Product_88,APPLIANCES,39255.00,2023-01-18 08:14:10,2023-01-18 08:14:10,2026-04-03 04:33:52.517342
89,Product_89,ELECTRONICS,12053.00,2023-05-18 16:09:39,2023-05-18 16:09:39,2026-04-03 04:33:52.517342
90,Product_90,FURNITURE,66864.00,2023-07-08 17:05:35,2023-07-08 17:05:35,2026-04-03 04:33:52.517342
91,Product_91,FURNITURE,12069.00,2023-09-25 16:53:06,2023-09-25 16:53:06,2026-04-03 04:33:52.517342
92,Product_92,FURNITURE,19839.00,2023-07-22 01:59:50,2023-07-22 01:59:50,2026-04-03 04:33:52.517342
93,Product_93,FURNITURE,13720.00,2023-06-08 01:06:41,2023-06-08 01:06:41,2026-04-03 04:33:52.517342
94,Product_94,ELECTRONICS,90321.00,2023-08-28 23:19:10,2023-08-28 23:19:10,2026-04-03 04:33:52.517342
95,Product_95,ELECTRONICS,15167.00,2023-09-01 13:47:26,2023-09-01 13:47:26,2026-04-03 04:33:52.517342
96,Product_96,FURNITURE,82706.00,2023-06-14 06:29:32,2023-06-14 06:29:32,2026-04-03 04:33:52.517342
97,Product_97,ELECTRONICS,9231.00,2023-04-08 03:17:20,2023-04-08 03:17:20,2026-04-03 04:33:52.517342
98,Product_98,APPLIANCES,78125.00,2023-02-27 09:52:53,2023-02-27 09:52:53,2026-04-03 04:33:52.517342
99,Product_99,CLOTHING,59562.00,2023-03-17 06:43:35,2023-03-17 06:43:35,2026-04-03 04:33:52.517342
100,Product_100,APPLIANCES,35774.00,2023-09-05 10:58:14,2023-09-05 10:58:14,2026-04-03 04:33:52.517342
101,Product_101,FURNITURE,39460.00,2023-01-02 04:30:17,2023-01-02 04:30:17,2026-04-03 04:33:52.517342
102,Product_102,FURNITURE,66037.00,2023-10-18 22:19:40,2023-10-18 22:19:40,2026-04-03 04:33:52.517342
103,Product_103,CLOTHING,92118.00,2023-09-17 23:03:18,2023-09-17 23:03:18,2026-04-03 04:33:52.517342
104,Product_104,CLOTHING,70626.00,2023-08-17 13:26:35,2023-08-17 13:26:35,2026-04-03 04:33:52.517342
105,Product_105,CLOTHING,47548.00,2023-11-24 22:43:57,2023-11-24 22:43:57,2026-04-03 04:33:52.517342
106,Product_106,CLOTHING,61064.00,2023-09-04 11:36:13,2023-09-04 11:36:13,2026-04-03 04:33:52.517342
107,Product_107,FURNITURE,10926.00,2023-07-15 02:53:34,2023-07-15 02:53:34,2026-04-03 04:33:52.517342
108,Product_108,CLOTHING,88616.00,2023-02-19 08:04:54,2023-02-19 08:04:54,2026-04-03 04:33:52.517342
109,Product_109,CLOTHING,4059.00,2023-04-18 07:29:34,2023-04-18 07:29:34,2026-04-03 04:33:52.517342
110,Product_110,CLOTHING,52281.00,2023-03-16 17:10:08,2023-03-16 17:10:08,2026-04-03 04:33:52.517342
111,Product_111,FURNITURE,36531.00,2023-07-18 03:35:00,2023-07-18 03:35:00,2026-04-03 04:33:52.517342
112,Product_112,FURNITURE,73467.00,2023-12-13 03:15:13,2023-12-13 03:15:13,2026-04-03 04:33:52.517342
113,Product_113,ELECTRONICS,36700.00,2023-02-28 22:12:55,2023-02-28 22:12:55,2026-04-03 04:33:52.517342
114,Product_114,CLOTHING,87428.00,2023-08-26 21:56:41,2023-08-26 21:56:41,2026-04-03 04:33:52.517342
115,Product_115,CLOTHING,37762.00,2023-05-17 10:41:32,2023-05-17 10:41:32,2026-04-03 04:33:52.517342
116,Product_116,ELECTRONICS,56744.00,2023-12-02 02:46:45,2023-12-02 02:46:45,2026-04-03 04:33:52.517342
117,Product_117,ELECTRONICS,47113.00,2023-12-21 17:06:39,2023-12-21 17:06:39,2026-04-03 04:33:52.517342
118,Product_118,FURNITURE,13285.00,2023-02-22 20:07:23,2023-02-22 20:07:23,2026-04-03 04:33:52.517342
119,Product_119,CLOTHING,20488.00,2023-06-30 03:29:53,2023-06-30 03:29:53,2026-04-03 04:33:52.517342
120,Product_120,CLOTHING,14755.00,2023-08-19 17:07:14,2023-08-19 17:07:14,2026-04-03 04:33:52.517342
121,Product_121,CLOTHING,73654.00,2023-06-17 09:50:29,2023-06-17 09:50:29,2026-04-03 04:33:52.517342
122,Product_122,CLOTHING,19911.00,2023-03-07 17:36:52,2023-03-07 17:36:52,2026-04-03 04:33:52.517342
123,Product_123,APPLIANCES,11543.00,2023-04-11 23:17:26,2023-04-11 23:17:26,2026-04-03 04:33:52.517342
124,Product_124,CLOTHING,78418.00,2023-06-11 05:11:24,2023-06-11 05:11:24,2026-04-03 04:33:52.517342
125,Product_125,APPLIANCES,67580.00,2023-11-09 08:33:41,2023-11-09 08:33:41,2026-04-03 04:33:52.517342
126,Product_126,APPLIANCES,72805.00,2023-05-26 16:30:39,2023-05-26 16:30:39,2026-04-03 04:33:52.517342
127,Product_127,APPLIANCES,65525.00,2023-03-15 19:18:54,2023-03-15 19:18:54,2026-04-03 04:33:52.517342
128,Product_128,ELECTRONICS,9060.00,2023-02-19 02:34:31,2023-02-19 02:34:31,2026-04-03 04:33:52.517342
129,Product_129,APPLIANCES,4177.00,2023-10-31 04:42:32,2023-10-31 04:42:32,2026-04-03 04:33:52.517342
130,Product_130,FURNITURE,12633.00,2023-06-10 16:40:35,2023-06-10 16:40:35,2026-04-03 04:33:52.517342
131,Product_131,CLOTHING,72215.00,2023-06-26 00:09:14,2023-06-26 00:09:14,2026-04-03 04:33:52.517342
132,Product_132,FURNITURE,74329.00,2023-09-21 16:24:19,2023-09-21 16:24:19,2026-04-03 04:33:52.517342
133,Product_133,CLOTHING,22875.00,2023-10-29 18:16:07,2023-10-29 18:16:07,2026-04-03 04:33:52.517342
134,Product_134,ELECTRONICS,13684.00,2023-05-19 22:50:38,2023-05-19 22:50:38,2026-04-03 04:33:52.517342
135,Product_135,APPLIANCES,57231.00,2023-02-20 15:22:44,2023-02-20 15:22:44,2026-04-03 04:33:52.517342
136,Product_136,ELECTRONICS,73755.00,2023-10-01 00:43:42,2023-10-01 00:43:42,2026-04-03 04:33:52.517342
137,Product_137,ELECTRONICS,56037.00,2023-06-20 07:44:11,2023-06-20 07:44:11,2026-04-03 04:33:52.517342
138,Product_138,FURNITURE,39363.00,2023-05-27 11:59:47,2023-05-27 11:59:47,2026-04-03 04:33:52.517342
139,Product_139,ELECTRONICS,53630.00,2023-02-22 02:16:17,2023-02-22 02:16:17,2026-04-03 04:33:52.517342
140,Product_140,FURNITURE,4402.00,2023-10-23 22:58:42,2023-10-23 22:58:42,2026-04-03 04:33:52.517342
141,Product_141,ELECTRONICS,17079.00,2023-02-19 20:54:43,2023-02-19 20:54:43,2026-04-03 04:33:52.517342
142,Product_142,ELECTRONICS,63767.00,2023-04-06 15:32:00,2023-04-06 15:32:00,2026-04-03 04:33:52.517342
143,Product_143,ELECTRONICS,82024.00,2023-07-31 09:43:25,2023-07-31 09:43:25,2026-04-03 04:33:52.517342
144,Product_144,ELECTRONICS,78973.00,2023-02-20 09:25:48,2023-02-20 09:25:48,2026-04-03 04:33:52.517342
145,Product_145,APPLIANCES,38130.00,2023-02-08 01:18:07,2023-02-08 01:18:07,2026-04-03 04:33:52.517342
146,Product_146,CLOTHING,63525.00,2023-03-07 20:19:09,2023-03-07 20:19:09,2026-04-03 04:33:52.517342
147,Product_147,CLOTHING,36196.00,2023-08-19 20:39:02,2023-08-19 20:39:02,2026-04-03 04:33:52.517342
148,Product_148,ELECTRONICS,59145.00,2023-09-18 12:38:18,2023-09-18 12:38:18,2026-04-03 04:33:52.517342
149,Product_149,CLOTHING,95184.00,2023-01-31 17:07:18,2023-01-31 17:07:18,2026-04-03 04:33:52.517342
150,Product_150,CLOTHING,17491.00,2023-04-23 17:43:42,2023-04-23 17:43:42,2026-04-03 04:33:52.517342
151,Product_151,CLOTHING,3060.00,2023-07-06 18:46:33,2023-07-06 18:46:33,2026-04-03 04:33:52.517342
152,Product_152,CLOTHING,56999.00,2023-01-12 13:58:02,2023-01-12 13:58:02,2026-04-03 04:33:52.517342
153,Product_153,CLOTHING,71615.00,2023-09-20 23:18:54,2023-09-20 23:18:54,2026-04-03 04:33:52.517342
154,Product_154,FURNITURE,48331.00,2023-03-19 11:57:26,2023-03-19 11:57:26,2026-04-03 04:33:52.517342
155,Product_155,FURNITURE,3792.00,2023-05-08 07:07:58,2023-05-08 07:07:58,2026-04-03 04:33:52.517342
156,Product_156,APPLIANCES,35488.00,2023-06-21 11:45:01,2023-06-21 11:45:01,2026-04-03 04:33:52.517342
157,Product_157,FURNITURE,25936.00,2023-01-20 00:47:06,2023-01-20 00:47:06,2026-04-03 04:33:52.517342
158,Product_158,CLOTHING,37475.00,2023-06-09 16:16:12,2023-06-09 16:16:12,2026-04-03 04:33:52.517342
159,Product_159,CLOTHING,80150.00,2023-06-30 19:56:17,2023-06-30 19:56:17,2026-04-03 04:33:52.517342
160,Product_160,CLOTHING,62463.00,2023-12-21 00:18:47,2023-12-21 00:18:47,2026-04-03 04:33:52.517342
161,Product_161,FURNITURE,45218.00,2023-04-04 02:26:40,2023-04-04 02:26:40,2026-04-03 04:33:52.517342
162,Product_162,FURNITURE,68611.00,2023-06-04 18:42:49,2023-06-04 18:42:49,2026-04-03 04:33:52.517342
163,Product_163,ELECTRONICS,49498.00,2023-04-27 03:12:24,2023-04-27 03:12:24,2026-04-03 04:33:52.517342
164,Product_164,FURNITURE,27950.00,2023-01-21 08:58:02,2023-01-21 08:58:02,2026-04-03 04:33:52.517342
165,Product_165,FURNITURE,95865.00,2023-01-27 07:18:23,2023-01-27 07:18:23,2026-04-03 04:33:52.517342
166,Product_166,FURNITURE,71094.00,2023-03-29 00:44:50,2023-03-29 00:44:50,2026-04-03 04:33:52.517342
167,Product_167,APPLIANCES,70423.00,2023-06-21 08:08:48,2023-06-21 08:08:48,2026-04-03 04:33:52.517342
168,Product_168,FURNITURE,46574.00,2023-11-21 15:38:35,2023-11-21 15:38:35,2026-04-03 04:33:52.517342
169,Product_169,FURNITURE,10154.00,2023-05-23 14:42:25,2023-05-23 14:42:25,2026-04-03 04:33:52.517342
170,Product_170,CLOTHING,69166.00,2023-09-25 10:46:45,2023-09-25 10:46:45,2026-04-03 04:33:52.517342
171,Product_171,CLOTHING,91583.00,2023-01-18 22:23:37,2023-01-18 22:23:37,2026-04-03 04:33:52.517342
172,Product_172,ELECTRONICS,53147.00,2023-09-26 21:17:58,2023-09-26 21:17:58,2026-04-03 04:33:52.517342
173,Product_173,APPLIANCES,66169.00,2023-04-16 03:51:03,2023-04-16 03:51:03,2026-04-03 04:33:52.517342
174,Product_174,APPLIANCES,6203.00,2023-05-17 09:44:09,2023-05-17 09:44:09,2026-04-03 04:33:52.517342
175,Product_175,ELECTRONICS,75287.00,2023-08-16 20:44:53,2023-08-16 20:44:53,2026-04-03 04:33:52.517342
176,Product_176,ELECTRONICS,60050.00,2023-04-05 12:29:22,2023-04-05 12:29:22,2026-04-03 04:33:52.517342
177,Product_177,FURNITURE,47396.00,2023-06-09 19:35:49,2023-06-09 19:35:49,2026-04-03 04:33:52.517342
178,Product_178,CLOTHING,86353.00,2023-03-22 00:01:02,2023-03-22 00:01:02,2026-04-03 04:33:52.517342
179,Product_179,ELECTRONICS,32114.00,2023-06-26 09:44:03,2023-06-26 09:44:03,2026-04-03 04:33:52.517342
180,Product_180,ELECTRONICS,83897.00,2023-04-20 11:35:20,2023-04-20 11:35:20,2026-04-03 04:33:52.517342
181,Product_181,APPLIANCES,64974.00,2023-03-26 22:53:51,2023-03-26 22:53:51,2026-04-03 04:33:52.517342
182,Product_182,FURNITURE,57928.00,2023-11-10 01:02:46,2023-11-10 01:02:46,2026-04-03 04:33:52.517342
183,Product_183,FURNITURE,57882.00,2023-12-31 15:59:47,2023-12-31 15:59:47,2026-04-03 04:33:52.517342
184,Product_184,ELECTRONICS,15540.00,2023-05-11 14:33:39,2023-05-11 14:33:39,2026-04-03 04:33:52.517342
185,Product_185,FURNITURE,77900.00,2023-05-19 00:31:04,2023-05-19 00:31:04,2026-04-03 04:33:52.517342
186,Product_186,ELECTRONICS,31754.00,2023-05-03 17:29:26,2023-05-03 17:29:26,2026-04-03 04:33:52.517342
187,Product_187,APPLIANCES,20705.00,2023-04-18 10:36:26,2023-04-18 10:36:26,2026-04-03 04:33:52.517342
188,Product_188,ELECTRONICS,79239.00,2023-05-28 21:55:18,2023-05-28 21:55:18,2026-04-03 04:33:52.517342
189,Product_189,FURNITURE,87399.00,2023-02-25 16:36:16,2023-02-25 16:36:16,2026-04-03 04:33:52.517342
190,Product_190,APPLIANCES,68803.00,2023-06-18 11:01:57,2023-06-18 11:01:57,2026-04-03 04:33:52.517342
191,Product_191,FURNITURE,8594.00,2023-09-21 15:07:21,2023-09-21 15:07:21,2026-04-03 04:33:52.517342
192,Product_192,FURNITURE,90388.00,2023-08-15 14:59:35,2023-08-15 14:59:35,2026-04-03 04:33:52.517342
193,Product_193,APPLIANCES,22817.00,2023-10-03 01:00:47,2023-10-03 01:00:47,2026-04-03 04:33:52.517342
194,Product_194,APPLIANCES,67549.00,2023-07-16 21:16:29,2023-07-16 21:16:29,2026-04-03 04:33:52.517342
195,Product_195,CLOTHING,59268.00,2023-11-04 08:54:25,2023-11-04 08:54:25,2026-04-03 04:33:52.517342
196,Product_196,APPLIANCES,41376.00,2023-05-23 23:57:12,2023-05-23 23:57:12,2026-04-03 04:33:52.517342
197,Product_197,APPLIANCES,99132.00,2023-11-01 01:25:15,2023-11-01 01:25:15,2026-04-03 04:33:52.517342
198,Product_198,CLOTHING,91135.00,2023-03-16 13:43:37,2023-03-16 13:43:37,2026-04-03 04:33:52.517342
199,Product_199,APPLIANCES,70311.00,2023-04-04 06:35:56,2023-04-04 06:35:56,2026-04-03 04:33:52.517342
200,Product_200,ELECTRONICS,82995.00,2023-08-06 14:29:36,2023-08-06 14:29:36,2026-04-03 04:33:52.517342
201,Product_201,FURNITURE,3584.00,2023-11-19 21:38:11,2023-11-19 21:38:11,2026-04-03 04:33:52.517342
202,Product_202,ELECTRONICS,10500.00,2023-06-13 16:38:03,2023-06-13 16:38:03,2026-04-03 04:33:52.517342
203,Product_203,ELECTRONICS,86602.00,2023-09-23 14:03:44,2023-09-23 14:03:44,2026-04-03 04:33:52.517342
204,Product_204,CLOTHING,80943.00,2023-08-12 23:09:40,2023-08-12 23:09:40,2026-04-03 04:33:52.517342
205,Product_205,CLOTHING,68130.00,2023-01-10 07:23:15,2023-01-10 07:23:15,2026-04-03 04:33:52.517342
206,Product_206,FURNITURE,71694.00,2023-07-17 20:47:29,2023-07-17 20:47:29,2026-04-03 04:33:52.517342
207,Product_207,APPLIANCES,72911.00,2023-11-09 13:26:55,2023-11-09 13:26:55,2026-04-03 04:33:52.517342
208,Product_208,CLOTHING,85378.00,2023-04-25 08:47:55,2023-04-25 08:47:55,2026-04-03 04:33:52.517342
209,Product_209,CLOTHING,53592.00,2023-01-06 21:45:41,2023-01-06 21:45:41,2026-04-03 04:33:52.517342
210,Product_210,APPLIANCES,84113.00,2023-12-19 22:37:07,2023-12-19 22:37:07,2026-04-03 04:33:52.517342
211,Product_211,ELECTRONICS,21154.00,2023-05-13 09:15:11,2023-05-13 09:15:11,2026-04-03 04:33:52.517342
212,Product_212,ELECTRONICS,26397.00,2023-10-11 07:56:00,2023-10-11 07:56:00,2026-04-03 04:33:52.517342
213,Product_213,FURNITURE,90377.00,2023-03-15 22:58:23,2023-03-15 22:58:23,2026-04-03 04:33:52.517342
214,Product_214,FURNITURE,69538.00,2023-10-09 22:14:04,2023-10-09 22:14:04,2026-04-03 04:33:52.517342
215,Product_215,CLOTHING,54704.00,2023-10-21 08:44:07,2023-10-21 08:44:07,2026-04-03 04:33:52.517342
216,Product_216,CLOTHING,12057.00,2023-07-28 17:58:51,2023-07-28 17:58:51,2026-04-03 04:33:52.517342
217,Product_217,CLOTHING,83756.00,2023-07-05 01:48:46,2023-07-05 01:48:46,2026-04-03 04:33:52.517342
218,Product_218,APPLIANCES,29604.00,2023-06-22 09:16:25,2023-06-22 09:16:25,2026-04-03 04:33:52.517342
219,Product_219,FURNITURE,40249.00,2023-12-20 18:15:27,2023-12-20 18:15:27,2026-04-03 04:33:52.517342
220,Product_220,CLOTHING,3833.00,2023-01-16 11:49:31,2023-01-16 11:49:31,2026-04-03 04:33:52.517342
221,Product_221,FURNITURE,59888.00,2023-01-17 07:30:17,2023-01-17 07:30:17,2026-04-03 04:33:52.517342
222,Product_222,APPLIANCES,18607.00,2023-05-08 09:10:05,2023-05-08 09:10:05,2026-04-03 04:33:52.517342
223,Product_223,CLOTHING,76388.00,2023-08-08 17:08:56,2023-08-08 17:08:56,2026-04-03 04:33:52.517342
224,Product_224,ELECTRONICS,14157.00,2023-09-14 04:15:39,2023-09-14 04:15:39,2026-04-03 04:33:52.517342
225,Product_225,CLOTHING,15638.00,2023-12-23 00:32:27,2023-12-23 00:32:27,2026-04-03 04:33:52.517342
226,Product_226,CLOTHING,2202.00,2023-12-08 12:14:47,2023-12-08 12:14:47,2026-04-03 04:33:52.517342
